VD,CONT_PREC,OCORRENCIA,CONT_SEGUINTE,ITEM_LEXICAL,TRANSC_FONOLOGICA_SILAC,CONT_FON_PREC,CFP_abertura,CFP_anterioridade,CFP_tracoposicao1,CFP_tracoposicao2,CONT_FON_SEG,CFS_pontoc,CFS_sonor,TONICIDADE,POSICAO_S,CLASSE_MORFOLOGICA,CLASSE_MORFOLOGICA2,CLASSE_MORFOLOGICA3,MORFEMA.PLURAL,MORFEMA.PLURAL2,MUDANCA.SENTIDO,ESTILO,ARQUIVO,ANO.ENTREVISTA,LOCALIZACAO,PARTICIPANTE
A,| S eu era a pessoa,mais <A>,bagunceira da sala de aula,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,b,dorsal.labial,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FA+_EdileneB,2017,00:32:22.327,EdileneB
A,S hoje eu já não tenho,mais <A>,catorze | D1 ah sim,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FA+_EdileneB,2017,00:32:32.657,EdileneB
A,) meus <A> dois <A> irmão,mais <A>,novo são gêmeos <A> |,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,n,coronal,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FA+_EdileneB,2017,00:32:58.862,EdileneB
A,mais velho? | S meu irmão,mais <A>,velho foi o que mataram,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,v,dorsal.labial,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FA+_EdileneB,2017,00:34:59.272,EdileneB
A,assim | S o meu irmão,mais <A>,velho que morreu era carpinteiro,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,v,dorsal.labial,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FA+_EdileneB,2017,00:35:00.827,EdileneB
A,| S é eu sou me/,mais <A>,caseira | S é |,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FA+_GiovanaC,2017,00:35:00.827,GiovanaC
A,familiares | S eu gosto <A>,mais <A>,de ficar assim às <A>,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,d,coronal,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FA+_GiovanaC,2017,00:35:12.037,GiovanaC
A,tranquilidade | S eh aqui é,mais <A>,| S aqui eh o,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,#,#,#,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FA+_GiovanaC,2017,00:35:22.751,GiovanaC
A,aqui eh o pessoal daqui é,mais <A>,tranquilo de que o de,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,t,coronal,surda,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FA+_GiovanaC,2017,00:35:26.496,GiovanaC
0,as <A> pessoas <A> gosta <P>,mais <0>,de sair | S nossa,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,d,coronal,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FA+_GiovanaC,2017,00:35:28.384,GiovanaC
A,mais <A> agitado aqui é bem,mais <A>,calmo | S sei lá,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FA+_GiovanaC,2017,00:35:28.384,GiovanaC
A,pessoas <A> paulistas <A> <A> são,mais <A>,| S ai sei lá,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,#,#,#,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FA+_GiovanaC,2017,00:35:42.584,GiovanaC
A,S ai sei lá | S,mais <A>,| S mais <A> egoísta,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,#,#,#,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FA+_GiovanaC,2017,00:35:55.271,GiovanaC
A,| S nós <A> somos <0>,mais <A>,| D1 mais abertos assim?,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,#,#,#,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FA+_GiovanaC,2017,00:35:55.271,GiovanaC
A,bem tal eles <A> assim são,mais <A>,na deles <A> mais <A>,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,n,coronal,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FA+_GiovanaC,2017,00:36:03.625,GiovanaC
A,são mais <A> na deles <A>,mais <A>,né | D1 uhum |,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,n,coronal,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FA+_GiovanaC,2017,00:36:03.625,GiovanaC
A,| D1 uhum | S ficam,mais <A>,| S por ser |,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,#,#,#,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FA+_GiovanaC,2017,00:36:03.625,GiovanaC
A,são mais distantes? | S é,mais <A>,distantes <A> | D1 entendi,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,d,coronal,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FA+_GiovanaC,2017,00:36:14.645,GiovanaC
A,umas <A> pessoas <A> que são,mais <A>,| S na delas <A>,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,#,#,#,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FA+_GiovanaC,2017,00:36:20.669,GiovanaC
A,Paraíba | S né que eu,mais <A>,gosto? <A> | S é,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,g,dorsal.labial,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FA+_GiovanaC,2017,00:36:35.719,GiovanaC
A,eu te falei aqui eu acho,mais <A>,| S eu não sei,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,#,#,#,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FA+_GiovanaC,2017,00:36:35.719,GiovanaC
A,se eu | S aqui é,mais <A>,calmo pra viver | S,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FA+_GiovanaC,2017,00:36:43.753,GiovanaC
0,| S não assim não vou,mais <0>,no pique do pessoal de,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,n,coronal,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FA+_GiovanaC,2017,00:36:43.753,GiovanaC
A,S assim as <A> coisa é,mais <A>,fácil | S é mas,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,f,dorsal.labial,surda,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FA+_GiovanaC,2017,00:36:43.753,GiovanaC
A,lá quase eles <A> não ficam,mais <A>,| D1 uhum | S,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,#,#,#,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FA+_GiovanaC,2017,00:36:49.790,GiovanaC
A,<A> | S que lá é,mais <A>,difícil assim as <A> pessoas,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,d,coronal,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FA+_GiovanaC,2017,00:36:55.269,GiovanaC
A,daqui também {F.} ajuda | S,mais <A>,| S do que as,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,#,#,#,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FA+_GiovanaC,2017,00:36:55.269,GiovanaC
A,coisa e ajuda e lá é,mais <A>,diferente | S lá o,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,d,coronal,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FA+_GiovanaC,2017,00:37:01.714,GiovanaC
0,que eu vejo já não conheço,mais <0>,| D1 olha só |,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,#,#,#,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FA+_GiovanaC,2017,00:37:01.714,GiovanaC
A,S tem eu acho que tem,mais <A>,do eh nordeste <P> e,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,d,coronal,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FA+_GiovanaC,2017,00:37:03.731,GiovanaC
A,ter um bom emprego de ganhar,mais <A>,que ele | S por,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FA+_MilenaP,2017,00:37:28.311,MilenaP
A,casa | S ele me ajuda,mais <A>,que a minha mãe |,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FA+_MilenaP,2017,00:37:31.181,MilenaP
A,| S quando não tem nada,mais <A>,gostoso <A> do que quando,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,g,dorsal.labial,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FA+_MilenaP,2017,00:37:33.134,MilenaP
A,mais? | S eu ia trabalhar,mais <A>,| S pra poder tipo,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,#,#,#,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FA+_MilenaP,2017,00:37:37.326,MilenaP
A,às <A> vezes <A> eu tenho,mais <A>,contato com ela do que,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FA+_MilenaP,2017,00:37:37.326,MilenaP
A,com ela mesmo? | S é,mais <A>,com ela mesmo <A> |,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FA+_MilenaP,2017,00:37:58.815,MilenaP
A,ela é a que eu tenho,mais <A>,proximidade | D1 e |,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,p,dorsal.labial,surda,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FA+_MilenaP,2017,00:38:20.086,MilenaP
A,S então assim a pessoa tem,mais <A>,né | S pela |,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,n,coronal,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FA+_MilenaP,2017,00:38:24.375,MilenaP
A,próximo as pessoas proximidade | S,mais <A>,próximos <A> são são bem,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,p,dorsal.labial,surda,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FA+_MilenaP,2017,00:38:27.318,MilenaP
A,<A> próximos <A> são são bem,mais <A>,próximo | D1 e bom,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,p,dorsal.labial,surda,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FA+_MilenaP,2017,00:38:27.318,MilenaP
A,pra cidade outra cidade | S,mais <A>,longe | S e aqui,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,l,coronal,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FA+_MilenaP,2017,00:38:30.117,MilenaP
A,| S mesmo <A> assim é,mais <A>,fácil | S tem mais,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,f,dorsal.labial,surda,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FA+_MilenaP,2017,00:38:34.518,MilenaP
A,mais <A> fácil | S tem,mais <A>,facilidade do que lá |,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,f,dorsal.labial,surda,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FA+_MilenaP,2017,00:38:34.518,MilenaP
A,S mas <A> têm aquela parte,mais <A>,de | S diversão assim,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,d,coronal,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FA+_MilenaP,2017,00:39:21.649,MilenaP
A,S diversão assim eu acho tudo,mais <A>,fácil | S então quando,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,f,dorsal.labial,surda,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FA+_MilenaP,2017,00:39:24.411,MilenaP
A,{F.} primeiramente era o que eu,mais <A>,que ajudar meus <A> pais,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FB-_JoelmaM,2017,00:39:24.411,JoelmaM
A,eu ganhar na Mega Sena seria,mais <A>,fácil aí eu assim minha,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,f,dorsal.labial,surda,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FB-_JoelmaM,2017,00:39:27.724,JoelmaM
A,pra gente ir mesmo <A> e,mais <A>,próximo né a gente sempre,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,p,dorsal.labial,surda,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FB-_JoelmaM,2017,00:39:36.610,JoelmaM
A,tipo por por a gente ser,mais <A>,| S vim de cidade,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,#,#,#,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FB-_JoelmaM,2017,00:39:41.991,JoelmaM
A,| S a gente que é,mais <A>,recatado mais <A> quieto mais,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,h,dorsal.labial,surda,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FB-_JoelmaM,2017,00:39:47.621,JoelmaM
A,gente que é mais <A> recatado,mais <A>,quieto mais <A> mais <A>,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FB-_JoelmaM,2017,00:44:17.025,JoelmaM
A,mais <A> recatado mais <A> quieto,mais <A>,mais <A> tímido sabe? |,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FB-_JoelmaM,2017,00:44:29.256,JoelmaM
A,recatado mais <A> quieto mais <A>,mais <A>,tímido sabe? | S mas,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,t,coronal,surda,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FB-_JoelmaM,2017,00:44:38.229,JoelmaM
A,| S eu estou <E> tendo,mais <A>,convivência lá | S aí,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FB-_JoelmaM,2017,00:45:09.648,JoelmaM
0,D1 aham | S mineiro é,mais <0>,| S sabe aquele |,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,#,#,#,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FB-_JoelmaM,2017,00:20:03.132,JoelmaM
A,| S a da Paraíba é,mais <A>,difícil eu ter contato com,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,d,coronal,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FB+_MariliaS,2017,00:20:03.132,MariliaS
A,mora em Hortolândia né assim a,mais <A>,velha | S fi/ eh,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,v,dorsal.labial,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FB+_MariliaS,2017,00:20:14.957,MariliaS
A,de saúde né | S é,mais <A>,complicado aqui | S não,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FB+_MariliaS,2017,00:20:14.957,MariliaS
A,pro primeiro ano e não tem,mais <A>,com quem ficar por exemplo,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FB+_MarisaR,2017,00:20:21.606,MarisaR
0,educação e esporte <A> muito sabe?,mais <0>,bastante <A> esporte <A> |,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,b,dorsal.labial,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FB+_MarisaR,2017,00:20:23.738,MarisaR
A,entendeu? tem/ lá na Paraíba tem,mais <A>,| S do que aqui,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,#,#,#,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FB+_MarisaR,2017,00:20:38.230,MarisaR
A,água essas <A> coisa é bem,mais <A>,prático aqui entendeu? | D1,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,p,dorsal.labial,surda,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FB+_MarisaR,2017,00:20:45.540,MarisaR
A,eu acho que lá está <E>,mais <A>,violento do que aqui porque,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,v,dorsal.labial,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FB+_MarisaR,2017,00:20:45.540,MarisaR
A,ah é? | S ainda é,mais <A>,redondo do que o paraibano,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,h,dorsal.labial,surda,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FB+_MarisaR,2017,00:20:52.638,MarisaR
A,cada dia que passa eu pioro,mais <A>,| S fala que eu,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,#,#,#,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FB+_MarisaR,2017,00:20:52.638,MarisaR
0,falou diferente a gente já forçou,mais <0>,não foi eu? | D1,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,n,coronal,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FB+_MarisaR,2017,00:20:52.638,MarisaR
0,aí mesmo <0> que eu achei,mais <0>,diferente | D1 tá |,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,d,coronal,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FB+_MarisaR,2017,00:20:52.638,MarisaR
H,elas <A> são paraibanas <A> convivo,mais <H>,né? | D1 todas? |,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,n,coronal,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FB+_MarisaR,2017,00:20:52.638,MarisaR
A,todas? | S tem que ser,mais? <A>,| S oxe | D1,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,#,#,#,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FB+_MarisaR,2017,00:21:01.047,MarisaR
A,antes? | S agora não tem,mais <A>,nada entendeu acabou tudo |,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,n,coronal,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FB+_RoselinaM,2017,00:21:01.047,RoselinaM
A,uma pracinha boa hoje não tem,mais <A>,nada acabou tudo | S,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,n,coronal,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FB+_RoselinaM,2017,00:21:01.047,RoselinaM
A,| D1 uhum | S tem,mais <A>,nada não viu | S,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,n,coronal,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FB+_RoselinaM,2017,00:21:04.984,RoselinaM
A,S aí fechou | S tem,mais <A>,nada | D1 eu não,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,n,coronal,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FB+_RoselinaM,2017,00:21:12.533,RoselinaM
A,uhum | S agora não tem,mais <A>,nada | D1 uhum |,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,n,coronal,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FB+_RoselinaM,2017,00:21:15.681,RoselinaM
0,acho que eu não conheço é,mais <0>,ninguém vou lá e faço,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,n,coronal,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FB+_RoselinaM,2017,00:21:59.358,RoselinaM
A,às <A> vezes <0> fica até,mais <A>,barato do que conhecer o,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,b,dorsal.labial,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FB+_RoselinaM,2017,00:22:09.140,RoselinaM
A,eh nesse termo eles <A> são,mais <A>,mais <A> secão mesmo <A>,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FB+_RoselinaM,2017,00:22:13.629,RoselinaM
A,| D1 mais distante | S,mais <A>,frio isso | S aham,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,f,dorsal.labial,surda,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FB+_RoselinaM,2017,00:22:26.170,RoselinaM
A,<0> eh tem algumas <A> pessoa,mais <A>,pobre que | S que,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,p,dorsal.labial,surda,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FB+_RoselinaM,2017,00:22:26.170,RoselinaM
A,aqueles <A> mais <A> antigo fala,mais <A>,| S se expressa <A>,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,#,#,#,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FB+_RoselinaM,2017,00:22:32.821,RoselinaM
A,<A> | S se expressa <A>,mais <A>,com palavra diferente né |,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FB+_RoselinaM,2017,00:22:32.821,RoselinaM
A,paraibano mas <0> já com palavra,mais <A>,| S mais <A> do,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,#,#,#,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FB+_RoselinaM,2017,00:22:32.821,RoselinaM
A,com palavra mais <A> | S,mais <A>,do da época né |,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,d,coronal,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FB+_RoselinaM,2017,00:22:32.821,RoselinaM
A,mineiro o mineiro também os <A>,mais <A>,novo já se expressa <A>,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,n,coronal,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FB+_RoselinaM,2017,00:22:44.428,RoselinaM
A,| D1 aham | S é,mais <A>,de fora mesmo <0> ou,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,d,coronal,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FB+_RoselinaM,2017,00:22:44.428,RoselinaM
0,é mais difícil | S é,mais <0>,difícil | S é |,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,d,coronal,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2018FA-_ValentinaM,2018,00:22:55.784,ValentinaM
A,se locomover | S é pra,mais <A>,fácil é | S tipo,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,f,dorsal.labial,surda,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2018FA-_ValentinaM,2018,00:23:04.169,ValentinaM
A,convive? | S com quem eu,mais <A>,convivo? | D1 é sem,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2018FA-_ValentinaM,2018,00:23:13.451,ValentinaM
