VD,CONT_PREC,OCORRENCIA,CONT_SEGUINTE,ITEM_LEXICAL,TRANSC_FONOLOGICA_SILAC,CONT_FON_PREC,CFP_abertura,CFP_anterioridade,CFP_tracoposicao1,CFP_tracoposicao2,CONT_FON_SEG,CFS_pontoc,CFS_sonor,TONICIDADE,POSICAO_S,CLASSE_MORFOLOGICA,CLASSE_MORFOLOGICA2,CLASSE_MORFOLOGICA3,MORFEMA.PLURAL,MORFEMA.PLURAL2,MUDANCA.SENTIDO,ESTILO,ARQUIVO,ANO.ENTREVISTA,LOCALIZACAO,PARTICIPANTE
H,cara todo mais <H> marrentinho tal,mais <H>,boyzinho sabe? | D1 uhum,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,b,dorsal.labial,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MA-_FabianoJ,2018,00:21:31.973,FabianoJ
A,tal tal que | S quer,mais <A>,curtir a vida sabe? |,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MA-_FabianoJ,2018,00:21:43.519,FabianoJ
A,e querendo ou não é algo,mais <A>,cada um tem seu gosto,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MA-_FabianoJ,2018,00:21:46.023,FabianoJ
A,a gente respeita <A> e tudo,mais <A>,mas <A> isso é um,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MA-_FabianoJ,2018,00:21:51.655,FabianoJ
A,dia era pra ser a coisa,mais <A>,| S lisonjeada da vida,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,#,#,#,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MA-_FabianoJ,2018,00:21:51.655,FabianoJ
0,que dá a regra e tudo,mais <0>,| S professor hoje em,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,#,#,#,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MA-_FabianoJ,2018,00:21:55.808,FabianoJ
H,<A> | S o bandido tem,mais <H>,moral que um policial eu,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MA-_FabianoJ,2018,00:21:59.535,FabianoJ
0,mais <A> tem saúde e tudo,mais <0>,| S mas <P> tinha,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,#,#,#,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MA-_FabianoJ,2018,00:21:59.535,FabianoJ
A,reconhecimento professor polícia | S tem,mais <A>,tem saúde e tudo mais,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,t,coronal,surda,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MA-_FabianoJ,2018,00:22:02.317,FabianoJ
A,boa particular | S (eu diria,mais <A>,pai) o filho vai estudar,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,p,dorsal.labial,surda,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MA-_FabianoJ,2018,00:22:28.637,FabianoJ
A,por cento assim assim mas <A>,mais <A>,de começo assim por |,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,d,coronal,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MA-_FabianoJ,2018,00:22:38.426,FabianoJ
0,mas <H> assim é muito pouco,mais <0>,de começo porque tudo diferente,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,d,coronal,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MA-_FabianoJ,2018,00:22:50.069,FabianoJ
A,isso | S eles querem conhecer,mais <A>,| S tem (pra arrodear),mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,#,#,#,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MA-_FabianoJ,2018,00:22:53.593,FabianoJ
A,à Páscoa | S então seria,mais <A>,na comidinha ali eh |,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,n,coronal,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MA+_JoaquimS,2018,00:22:53.593,JoaquimS
A,| S de matemático é bem,mais <A>,que um segundo terceiro grau,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MA+_JoaquimS,2018,00:22:53.593,JoaquimS
A,as <A> pessoas <A> respeitavam <A>,mais <A>,| S professor | S,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,#,#,#,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MA+_JoaquimS,2018,00:23:08.650,JoaquimS
A,| S professor | S ensinavam,mais <A>,| S então naquele tempo,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,#,#,#,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MA+_JoaquimS,2018,00:23:08.650,JoaquimS
0,a coisa né? hoje ninguém obedece,mais <0>,ninguém | S aí |,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,n,coronal,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MA+_JoaquimS,2018,00:23:18.061,JoaquimS
A,naquele tempo a gente acabava aprendendo,mais <A>,| S inclusive na cidades,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,#,#,#,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MA+_JoaquimS,2018,00:23:21.059,JoaquimS
0,| S está <E> um pouco,mais <0>,difícil de | S de,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,d,coronal,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MA+_JoaquimS,2018,00:23:24.787,JoaquimS
A,fosse de pé já era bem,mais <A>,puxado | S mas <A>,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,p,dorsal.labial,surda,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MA+_JoaquimS,2018,00:23:29.821,JoaquimS
A,isso aí no meu tempo era,mais <A>,no/ na noite | S,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,n,coronal,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MA+_JoaquimS,2018,00:23:34.485,JoaquimS
A,está <E> já está <E> bem,mais <A>,fácil | S hoje a,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,f,dorsal.labial,surda,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MA+_JoaquimS,2018,00:23:34.485,JoaquimS
A,então hoje já/ lá está <E>,mais <A>,fácil | D1 (e o),mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,f,dorsal.labial,surda,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MA+_JoaquimS,2018,00:23:34.485,JoaquimS
0,(ainda) | S estudar <A> é,mais <0>,difícil é | D1 e,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,d,coronal,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MA+_JoaquimS,2018,00:23:34.485,JoaquimS
A,| S mas <0> não faltava,mais <A>,não | D1 você programava,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,n,coronal,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MA+_JoaquimS,2018,00:23:41.410,JoaquimS
0,S era cinco falta vou faltar,mais <0>,do que isso não |,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,d,coronal,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MA+_JoaquimS,2018,00:23:47.399,JoaquimS
A,falando que hoje ninguém estuda <A>,mais <A>,muito porque eh | S,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MA+_JoaquimS,2018,00:23:58.675,JoaquimS
A,S eu tenho o meu irmão,mais <A>,velho o primeiro filho de,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,v,dorsal.labial,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MA+_JoaquimS,2018,00:24:05.385,JoaquimS
A,em Ribeirão Preto | S o,mais <A>,próximo é São Paulo |,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,p,dorsal.labial,surda,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MA+_JoaquimS,2018,00:24:08.324,JoaquimS
A,Preto eh daqui pra lá dá,mais <A>,de duas <A> distância <A>,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,d,coronal,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MA+_JoaquimS,2018,00:24:08.324,JoaquimS
H,eu não re/ não conhecia ele,mais <H>,nunca | S eh logo,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,n,coronal,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MA+_JoaquimS,2018,00:24:10.961,JoaquimS
A,| S o meu tio o,mais <A>,velho | S filho da,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,v,dorsal.labial,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MA+_JoaquimS,2018,00:24:10.961,JoaquimS
0,na cidade grande é um pouco,mais <0>,difícil de criar as <A>,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,d,coronal,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MA+_JoaquimS,2018,00:24:18.039,JoaquimS
0,os <A> homem estão <E> muito,mais <0>,preguiçoso | S hoje em,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,p,dorsal.labial,surda,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MA+_JoaquimS,2018,00:24:23.538,JoaquimS
0,inverteu o papel e acaba trabalhando,mais <0>,do que o cara e,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,d,coronal,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MA+_JoaquimS,2018,00:24:26.167,JoaquimS
A,a gente voltou | S é,mais <A>,nossa a gen/ todo mundo,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,n,coronal,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MA+_WalterN,2018,00:24:26.167,WalterN
A,minha família a gente tentou né?,mais <A>,por | S acho que,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,p,dorsal.labial,surda,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MA+_WalterN,2018,00:24:41.954,WalterN
A,trabalhava | S tinha minha irmã,mais <A>,que eu | S pra,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MA+_WalterN,2018,00:24:41.954,WalterN
A,gente | S os <A> irmão,mais <A>,velho sabe? a {V.} e,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,v,dorsal.labial,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MA+_WalterN,2018,00:24:59.512,WalterN
A,nu/ nu/ nu/ | S era,mais <A>,dona de casa entendeu? |,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,d,coronal,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MA+_WalterN,2018,00:24:59.512,WalterN
A,meu pai acabou que não conseguiu,mais <A>,| S né? | S,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,#,#,#,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MA+_WalterN,2018,00:25:06.834,WalterN
A,| S esse cara tem vinte,mais <A>,de vinte anos <A> na,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,d,coronal,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MA+_WalterN,2018,00:25:08.959,WalterN
A,foi o período que eu tenho,mais <A>,lembrança claro já era |,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,l,coronal,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MA+_WalterN,2018,00:25:08.959,WalterN
A,gente sempre quer uma coisa a,mais <A>,né? | S a gente,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,n,coronal,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MA+_WalterN,2018,00:25:24.372,WalterN
A,ele levou mais <A> o irmão,mais <A>,velho | S que era,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,v,dorsal.labial,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MA+_WalterN,2018,00:25:53.492,WalterN
A,eu já | S não aguentava,mais <A>,também de saudade do lugar,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,t,coronal,surda,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MA+_WalterN,2018,00:25:53.492,WalterN
A,aqui e não queria ir embora,mais <A>,| D1 sim | S,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,#,#,#,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MA+_WalterN,2018,00:25:53.492,WalterN
A,S porque ainda eu me aproximei,mais <A>,pra/ e saí mais <A>,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,p,dorsal.labial,surda,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MA+_WalterN,2018,00:25:58.812,WalterN
A,aí foi onde eu fui tendo,mais <A>,conhecimento também | S entendeu?,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MA+_WalterN,2018,00:25:58.812,WalterN
A,vamos <0> rachar aluguel que é,mais <A>,barato né? sai mais <H>,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,b,dorsal.labial,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MA+_WalterN,2018,00:26:09.059,WalterN
A,com ... com meus <A> irmão,mais <A>,velho | S aí |,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,v,dorsal.labial,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MA+_WalterN,2018,00:26:18.394,WalterN
A,maior tempão mas <A> eu é,mais <A>,pra cuidar da casa a,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,p,dorsal.labial,surda,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MA+_WalterN,2018,00:26:22.960,WalterN
A,daí eu não quis <A> morar,mais <A>,com ninguém né? | S,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MA+_WalterN,2018,00:26:51.722,WalterN
A,noite | S o que eu,mais <A>,queria era acabar de estudar,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MA+_WalterN,2018,00:26:54.683,WalterN
A,mês <A> aqui você não consegue,mais <A>,| D1 uhum | S,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,#,#,#,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MA+_WalterN,2018,00:26:56.495,WalterN
A,S ah era um quilômetro ou,mais <A>,viu? | D1 aham |,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,v,dorsal.labial,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MA+_WalterN,2018,00:27:00.519,WalterN
A,a gente ia pra escola <A>,mais <A>,próxima | D1 sim |,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,p,dorsal.labial,surda,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MA+_WalterN,2018,00:27:05.264,WalterN
A,ser na cidade mesmo <A> bairro,mais <A>,próximo | S aí morava,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,p,dorsal.labial,surda,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MA+_WalterN,2018,00:27:05.264,WalterN
A,é mas/ <0> mas <0> a,mais <A>,forte que eu tenho é,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,f,dorsal.labial,surda,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MA+_WalterN,2018,00:27:08.443,WalterN
A,coisa assim | S que é,mais <A>,diferenciado | S o sotaque,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,d,coronal,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MB-_ArthurG,2018,00:27:12.221,ArthurG
A,o sotaque do paulista <P> é,mais <A>,diferenciado assim | S e,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,d,coronal,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MB-_ArthurG,2018,00:27:20.703,ArthurG
H,com a mulher e a filha,mais <H>,nova | S pra lá,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,n,coronal,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MB-_ArthurG,2018,00:27:24.031,ArthurG
H,o pai dele e a irmã,mais <H>,nova lá | S só,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,n,coronal,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MB-_ArthurG,2018,00:27:33.814,ArthurG
A,as <A> pessoas <A> que eu,mais <A>,convivo aqui? | D1 é,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MB-_ArthurG,2018,00:27:35.076,ArthurG
0,| S assim os <A> povo,mais <0>,velho que morava aqui me,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,v,dorsal.labial,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MB-_RicardoR,2018,00:27:42.897,RicardoR
0,por isso que está <E> meio,mais <0>,mais <0> ruim pra emprego,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MB-_RicardoR,2018,00:28:00.575,RicardoR
0,que está <E> meio mais <0>,mais <0>,ruim pra emprego | D1,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,h,dorsal.labial,surda,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MB-_RicardoR,2018,00:28:19.302,RicardoR
0,passa o governo está <E> aumentando,mais <0>,pro cabra tirar uma habilitação,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,p,dorsal.labial,surda,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MB-_RicardoR,2018,00:28:33.540,RicardoR
0,as <A> parte de lazer é,mais <0>,pra ali ali pra aquelas,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,p,dorsal.labial,surda,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MB-_RicardoR,2018,00:28:33.540,RicardoR
A,uma farmácia que fica/ pra ficar,mais <A>,perto né | S o,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,p,dorsal.labial,surda,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MB-_RicardoR,2018,00:28:40.147,RicardoR
0,vai se espalhando <A> não fica,mais <0>,na onde morava | S,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,n,coronal,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MB-_RicardoR,2018,00:28:40.147,RicardoR
0,a fama dela que tem é,mais <0>,das <A> flores <A> né?,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,d,coronal,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MB-_RicardoR,2018,00:28:47.404,RicardoR
0,já é eu acho que seja/,mais <0>,diferente um pouco né |,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,d,coronal,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MB-_RicardoR,2018,00:28:47.404,RicardoR
0,né | S porque mulher é,mais <0>,| S negócio de supermercado,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,#,#,#,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MB-_RicardoR,2018,00:28:49.111,RicardoR
0,S rapaz <0> o que eu,mais <0>,gosto <P> aqui | S,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,g,dorsal.labial,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MB-_RicardoR,2018,00:28:49.111,RicardoR
0,tenho tempo | S aí é,mais <0>,de segunda-feira só | S,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,d,coronal,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MB-_RicardoR,2018,00:28:56.377,RicardoR
0,| S é o que eu,mais <0>,gosto <A> de fazer ou,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,g,dorsal.labial,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MB-_RicardoR,2018,00:29:11.999,RicardoR
A,ah o que eu menos <A>,mais <A>,gosto <0> que eu menos,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,g,dorsal.labial,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MB-_RicardoR,2018,00:29:14.456,RicardoR
0,<A> | S (xxx) outro sotaque,mais <0>,bonito não | S eu,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,b,dorsal.labial,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MB-_RicardoR,2018,00:29:17.052,RicardoR
H,o mais novo | S o,mais <H>,novo | D1 você é,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,n,coronal,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MB+_AlbertoS,2018,00:29:24.069,AlbertoS
0,parado | S como eu trabalho,mais <0>,por conta né? | S2,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,p,dorsal.labial,surda,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MB+_AlbertoS,2018,00:29:24.069,AlbertoS
A,mudar daqui | S um lugarzinho,mais <A>,| S aconchegante pra nós,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,#,#,#,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MB+_AlbertoS,2018,00:29:29.225,AlbertoS
A,ah | S minha mulher é,mais <A>,| S2 estou sossegada |,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,#,#,#,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MB+_AlbertoS,2018,00:29:40.293,AlbertoS
0,<A> né? que a gente conhece,mais <0>,pra lá | D1 uhum,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,p,dorsal.labial,surda,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MB+_AlbertoS,2018,00:29:44.870,AlbertoS
A,Alagoas <A> | S (é o,mais) <A>,| S é | S2,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,#,#,#,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MB+_AlbertoS,2018,00:30:31.382,AlbertoS
H,estudo <P> | S eu sei,mais <H>,ler do que escrever <A>,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,l,coronal,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MB+_EraldoF,2018,00:30:44.530,EraldoF
0,"S ""só tem volume então é",mais <0>,fácil eu acho que no,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,f,dorsal.labial,surda,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MB+_EraldoF,2018,00:30:50.798,EraldoF
0,| S e pior que é,mais <0>,fácil mesmo <0> de carro,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,f,dorsal.labial,surda,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MB+_EraldoF,2018,00:30:59.617,EraldoF
A,eh eh eh o lazer é,mais <A>,final um domingo na casa,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,f,dorsal.labial,surda,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MB+_EraldoF,2018,00:31:08.533,EraldoF
A,| S ah eu acho que,mais <A>,pelo sotaque da pessoa né,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,p,dorsal.labial,surda,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MB+_EraldoF,2018,00:31:09.940,EraldoF
0,D1 mais pelo sotaque? | S,mais <0>,pelo sotaque outros <A> já,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,p,dorsal.labial,surda,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MB+_EraldoF,2018,00:31:18.459,EraldoF
H,| S2 (xxx) | S é,mais <H>,de Campinas <0> ela está,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,d,coronal,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MB+_EraldoF,2018,00:31:23.943,EraldoF
A,rígido mas <H> meu pai era,mais <A>,| S meu pai ele,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,#,#,#,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FA+_EdileneB,2017,00:31:26.125,EdileneB
0,| S a fruta só era,mais <0>,gostosa <A> porque era roubada,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,g,dorsal.labial,sonora,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FA+_EdileneB,2017,00:31:49.477,EdileneB
A,ela porque ela já não podia,mais <A>,| S imagina eu era,mais,'maj$,j,fechada,anterior,mais.anterior,menos.posterior,#,#,#,tonica,final,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FA+_EdileneB,2017,00:32:16.528,EdileneB
