VD,CONT_PREC,OCORRENCIA,CONT_SEGUINTE,ITEM_LEXICAL,TRANSC_FONOLOGICA_SILAC,CONT_FON_PREC,CONT_FON_SEG,TONICIDADE,POSICAO_S,CLASSE_MORFOLOGICA,CLASSE_MORFOLOGICA2,CLASSE_MORFOLOGICA3,STATUS_MORFOLOGICO,MORFEMA.PLURAL,ARQUIVO,ANO.ENTREVISTA,LOCALIZACAO,PARTICIPANTE
P, <A> <A> S desbocado <A> S , desde <P> , S desligar <A> S deus ,desde,'des-de,e,d,tonica,medial,preposicao,conjuncao,gramatical,raiz,nao,ALCP_2025MB-_AlexandreT_codificada,2025,01:21:23.707,AlexandreT
A, desbocado <A> S desde <P> S , desligar <A> , S deus <A> S diferente ,desligar,des-li-'gar,e,l,atona,medial,verbo,verbo,lexical,raiz,nao,ALCP_2025MB-_AlexandreT_codificada,2025,01:21:24.624,AlexandreT
A, desde <P> S desligar <A> S , deus <A> , S diferente discoteca <A> duas ,deus,'dews,w,#,tonica,final,substantivoProprio,substantivo,lexical,raiz,nao,ALCP_2025MB-_AlexandreT_codificada,2025,01:21:25.596,AlexandreT
A, <A> S deus <A> S diferente , discoteca <A> , duas <A> S erguer S ,discoteca,dis-ko-'te-ka,i,k,atona,medial,substantivo,substantivo,lexical,raiz,nao,ALCP_2025MB-_AlexandreT_codificada,2025,01:21:26.275,AlexandreT
A, deus <A> S diferente discoteca <A> , duas <A> , S erguer S falar S ,duas,'du-as,a,#,atona,final,numeral,numeral,gramatical,raiz,nao,ALCP_2025MB-_AlexandreT_codificada,2025,01:21:26.275,AlexandreT
A, S gérmen de trigo S gordo , gospel <A> , gostar <P> S indireta S ,gospel,gos-'pew,c,p,atona,medial,substantivo,substantivo,lexical,raiz,nao,ALCP_2025MB-_AlexandreT_codificada,2025,01:21:35.229,AlexandreT
P, de trigo S gordo gospel <A> , gostar <P> , S indireta S irmão S ,gostar,gos-'tar,o,t,atona,medial,verbo,verbo,lexical,raiz,nao,ALCP_2025MB-_AlexandreT_codificada,2025,01:21:35.229,AlexandreT
P, <P> S indireta S irmão S , justiça <P> , S mártir S mas <A> ,justiça,Zus-'ti-sa,u,t,atona,medial,substantivo,substantivo,lexical,raiz,nao,ALCP_2025MB-_AlexandreT_codificada,2025,01:21:38.541,AlexandreT
A, S justiça <P> S mártir S , mas <A> , S melhor S mesmo <A> ,mas,mas,a,#,atona,final,conjuncao,conjuncao,gramatical,raiz,nao,ALCP_2025MB-_AlexandreT_codificada,2025,01:21:40.303,AlexandreT
A, S mas <A> S melhor S , mesmo <A> , S morar S mortadela marba ,mesmo,'mes-mo,e,m,tonica,medial,adjetivo,adjetivo,lexical,raiz,nao,ALCP_2025MB-_AlexandreT_codificada,2025,01:21:41.670,AlexandreT
A, S perdido perto pesado porca porto , rapaz <A> , S relevante sabor simples soberba ,rapaz,ha-'pas,a,#,tonica,final,substantivo,substantivo,lexical,raiz,nao,ALCP_2025MB-_AlexandreT_codificada,2025,01:21:46.780,AlexandreT
A, nenhum que fosse S indaiatuba praticamente , os <A> , médico que passei lá eles ,os,os,o,m,atona,final,artigo,artigo,gramatical,morfPluralNom,sim,ALCP_2025MB+_AlvaroA_codificada,2025,00:20:03.338,AlvaroA
A, os <A> médico que passei lá , eles <A> , mesmo <0> falavam que indaiatuba ,eles,'e-les,e,m,atona,final,pronome,pronome,gramatical,raiz,nao,ALCP_2025MB+_AlvaroA_codificada,2025,00:20:03.338,AlvaroA
0, médico que passei lá eles <A> , mesmo <0> , falavam que indaiatuba D1 tá ,mesmo,'mes-mo,e,m,tonica,medial,adjetivo,adjetivo,lexical,raiz,nao,ALCP_2025MB+_AlvaroA_codificada,2025,00:20:03.338,AlvaroA
A, pra campinas S é então assim , essas <A> , coisas assim ah S tratamento ,essas,'e-sas,a,k,atona,final,pronome,pronome,gramatical,raiz,nao,ALCP_2025MB+_AlvaroA_codificada,2025,00:20:12.420,AlvaroA
A, realmente não tem como aí aqui , mas <A> , também é do lado D1 ,mas,mas,a,t,atona,final,conjuncao,conjuncao,gramatical,raiz,nao,ALCP_2025MB+_AlvaroA_codificada,2025,00:20:15.303,AlvaroA
A, é do lado D1 sim S , estudo <A> , também né toda parte de ,estudo,es-'tu-do,e,t,atona,medial,substantivo,substantivo,lexical,raiz,nao,ALCP_2025MB+_AlvaroA_codificada,2025,00:20:20.020,AlvaroA
A, faço mba mas é aqui em , campinas <A> , também então D1 nossa você ,campinas,kA-'pi-nas,a,t,atona,final,substantivoProprio,substantivo,lexical,raiz,nao,ALCP_2025MB+_AlvaroA_codificada,2025,00:20:33.220,AlvaroA
A, que chato S a cada quinze , dias <A> , D1 e o m falou ,dias,'dias,a,#,tonica,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025MB+_AlvaroA_codificada,2025,00:20:40.870,AlvaroA
A, paraíba é isso S sou de , alagoas <A> , D1 alagoas tá desculpa confundi ,alagoas,a-la-'go-as,a,#,atona,final,substantivoProprio,substantivo,lexical,raiz,nao,ALCP_2025MB+_AlvaroA_codificada,2025,00:20:45.940,AlvaroA
A, cidade lá S é uma cidade , minúscula <A> , mas chama olho dágua das ,minúscula,mi-'nus-ku-la,u,k,tonica,medial,adjetivo,adjetivo,lexical,raiz,nao,ALCP_2025MB+_AlvaroA_codificada,2025,00:20:56.613,AlvaroA
A, minúscula <A> mas chama olho dágua , das <A> , flores <A> D1 é D1 ,das,das,a,f,atona,final,prepArtigo,artigo,gramatical,morfPluralNom,sim,ALCP_2025MB+_AlvaroA_codificada,2025,00:20:56.613,AlvaroA
A, mas chama olho dágua das <A> , flores <A> , D1 é D1 nossa eu ,flores,'flo-Res,e,#,atona,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025MB+_AlvaroA_codificada,2025,00:20:56.613,AlvaroA
A, é S tipo assim a cidade , mais <A> , próxima que tinha que era ,mais,'majs,j,p,tonica,final,adverbio,adverbio,lexical,raiz,nao,ALCP_2025MB+_AlvaroA_codificada,2025,00:21:02.761,AlvaroA
A, <A> próxima que tinha que era , bastante <A> , conhecida chamava arapiraca que é ,bastante,bas-'tA-te,a,t,atona,medial,adverbio,adverbio,lexical,raiz,nao,ALCP_2025MB+_AlvaroA_codificada,2025,00:21:02.761,AlvaroA
A, de arapiraca que é uma cidade , gigantesca <A> , é do tamanho de indaituba ,gigantesca,Zi-gA-'tes-ka,e,k,tonica,medial,adjetivo,adjetivo,lexical,raiz,nao,ALCP_2025MB+_AlvaroA_codificada,2025,00:21:19.120,AlvaroA
A, indaituba tem duzentos e quarenta mil , habitantes <A> , D1 né não é tão ,habitantes,a-bi-'tA-tes,e,#,atona,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025MB+_AlvaroA_codificada,2025,00:21:19.120,AlvaroA
A, com xxx S tipo assim era , gigantesca <A> , a cidade porque a cidade ,gigantesca,Zi-gA-'tes-ka,e,k,tonica,medial,adjetivo,adjetivo,lexical,raiz,nao,ALCP_2025MB+_AlvaroA_codificada,2025,00:21:27.779,AlvaroA
A, o quê acho que uns oitenta , quilômetros <A> , quarenta não lembro quanto que ,quilômetros,ki-'lo-me-tRos,o,k,atona,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025MB+_AlvaroA_codificada,2025,00:21:30.910,AlvaroA
A, que era entre quarenta e oitenta , quilômetros <A> , S e assim onde eu ,quilômetros,ki-'lo-me-tRos,o,#,atona,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025MB+_AlvaroA_codificada,2025,00:21:30.910,AlvaroA
A, onde eu morava tinha catorze minha , habitantes <A> , D1 nossa D1 pequena S ,habitantes,a-bi-'tA-tes,e,#,atona,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025MB+_AlvaroA_codificada,2025,00:21:36.780,AlvaroA
A, litoral S eu não vou S , mais <A> , pro interior D1 ah S ,mais,'majs,j,p,tonica,final,adverbio,adverbio,lexical,raiz,nao,ALCP_2025MB+_AlvaroA_codificada,2025,00:21:44.280,AlvaroA
A, aí algo em torno de três , horas <A> , D1 é longe né S ,horas,'o-Ras,a,#,atona,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025MB+_AlvaroA_codificada,2025,00:21:45.844,AlvaroA
A, praia D1 uhum S nossa porque , as <A> , pistas <P> <A> também não ,as,as,a,p,atona,final,artigo,artigo,gramatical,morfPluralNom,sim,ALCP_2025MB+_AlvaroA_codificada,2025,00:21:51.740,AlvaroA
P, uhum S nossa porque as <A> , pistas <P> , <A> também não são tão ,pistas,'pis-tas,a,t,tonica,medial,substantivo,substantivo,lexical,raiz,nao,ALCP_2025MB+_AlvaroA_codificada,2025,00:21:51.740,AlvaroA
A, S nossa porque as <A> pistas , <P> <A> , também não são tão boas ,pistas,'pis-tas,a,t,atona,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025MB+_AlvaroA_codificada,2025,00:21:51.740,AlvaroA
A, <P> <A> também não são tão , boas <A> , né agora parece que duplicaram ,boas,'bo-as,a,n,atona,final,adjetivo,adjetivo,lexical,morfPluralNom,sim,ALCP_2025MB+_AlvaroA_codificada,2025,00:21:51.740,AlvaroA
A, né agora parece que duplicaram fizeram , outras <A> , coisa talvez a S talvez ,outras,'ow-tRas,a,k,atona,final,adjetivo,adjetivo,lexical,morfPluralNom,sim,ALCP_2025MB+_AlvaroA_codificada,2025,00:21:51.740,AlvaroA
A, outras <A> coisa talvez a S , talvez <A> , consiga fazer em menos <A> ,talvez,taw-'ves,e,k,tonica,final,substantivo,substantivo,lexical,raiz,nao,ALCP_2025MB+_AlvaroA_codificada,2025,00:21:57.970,AlvaroA
A, S talvez <A> consiga fazer em , menos <A> , tempo mas <0> naquela época ,menos,'me-nos,o,t,atona,final,adverbio,adverbio,lexical,raiz,nao,ALCP_2025MB+_AlvaroA_codificada,2025,00:21:57.970,AlvaroA
0, consiga fazer em menos <A> tempo , mas <0> , naquela época era algo em ,mas,mas,a,n,atona,final,conjuncao,conjuncao,gramatical,raiz,nao,ALCP_2025MB+_AlvaroA_codificada,2025,00:21:57.970,AlvaroA
A, era algo em torno de três , horas <A> , D1 como que era a ,horas,'o-Ras,a,#,atona,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025MB+_AlvaroA_codificada,2025,00:21:57.970,AlvaroA
P, infância assim naquela época também não , existia <P> , computador celular né S tipo ,existia,e-zis-'tia,i,t,atona,medial,verbo,verbo,lexical,raiz,nao,ALCP_2025MB+_AlvaroA_codificada,2025,00:22:05.040,AlvaroA
A, S era nós somos em cinco , irmãos <A> , D1 ai bastante S três ,irmãos,ir-'mAws,W,#,tonica,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025MB+_AlvaroA_codificada,2025,00:22:17.300,AlvaroA
A, irmãos <A> D1 ai bastante S , três <A> , meninos e duas <A> meninas ,três,'tRes,e,m,tonica,final,substantivo,substantivo,lexical,raiz,nao,ALCP_2025MB+_AlvaroA_codificada,2025,00:22:20.949,AlvaroA
A, bastante S três <A> meninos e , duas <A> , meninas <A> S e praticamente ,duas,'du-as,a,m,atona,final,numeral,numeral,gramatical,raiz,nao,ALCP_2025MB+_AlvaroA_codificada,2025,00:22:20.949,AlvaroA
A, três <A> meninos e duas <A> , meninas <A> , S e praticamente a infância ,meninas,me-'ni-nas,a,#,atona,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025MB+_AlvaroA_codificada,2025,00:22:20.949,AlvaroA
A, na rua S né S eh , meus <A> , pais são analfabetos <A> praticamente ,meus,'mews,w,p,tonica,final,pronome,pronome,gramatical,raiz,nao,ALCP_2025MB+_AlvaroA_codificada,2025,00:22:30.370,AlvaroA
A, S eh meus <A> pais são , analfabetos <A> , praticamente né meu pai S ,analfabetos,a-naw-fa-'be-tos,o,p,atona,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025MB+_AlvaroA_codificada,2025,00:22:30.370,AlvaroA
A, meu pai foi o que mais , estudou <A> , fez até a terceira série ,estudou,es-tu-'dow,e,t,atona,medial,verbo,verbo,lexical,raiz,nao,ALCP_2025MB+_AlvaroA_codificada,2025,00:22:34.860,AlvaroA
A, ler direito S minha mãe tentou , estudar <A> , depois <A> mas <A> condições ,estudar,es-tu-'dar,e,t,atona,medial,verbo,verbo,lexical,raiz,nao,ALCP_2025MB+_AlvaroA_codificada,2025,00:22:38.751,AlvaroA
A, S minha mãe tentou estudar <A> , depois <A> , mas <A> condições <D> de ,depois,de-'pojs,j,m,tonica,final,adverbio,adverbio,lexical,raiz,nao,ALCP_2025MB+_AlvaroA_codificada,2025,00:22:38.751,AlvaroA
A, mãe tentou estudar <A> depois <A> , mas <A> , condições <D> de trabalho filho ,mas,mas,a,k,atona,final,conjuncao,conjuncao,gramatical,raiz,nao,ALCP_2025MB+_AlvaroA_codificada,2025,00:22:38.751,AlvaroA
D, estudar <A> depois <A> mas <A> , condições <D> , de trabalho filho S acabou ,condições,kO-di-'sOjs,J,d,tonica,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025MB+_AlvaroA_codificada,2025,00:22:38.751,AlvaroA
A, S e assim parte de brinquedos , esquece <A> , aniversário nunca tive naquela infância ,esquece,es-'ke-se,e,k,atona,medial,verbo,verbo,lexical,raiz,nao,ALCP_2025MB+_AlvaroA_codificada,2025,00:22:44.696,AlvaroA
A, falo que a gente se divertia , bastante <A> , porque assim D1 e era ,bastante,bas-'tA-te,a,t,atona,medial,adverbio,adverbio,lexical,raiz,nao,ALCP_2025MB+_AlvaroA_codificada,2025,00:22:51.480,AlvaroA
A, tipo de brincadeira que tinha de , esconde <A> , esconde <A> pega-pega jogo da ,esconde,es-'kO-de,e,k,atona,medial,verbo,verbo,lexical,raiz,nao,ALCP_2025MB+_AlvaroA_codificada,2025,00:23:01.650,AlvaroA
A, brincadeira que tinha de esconde <A> , esconde <A> , pega-pega jogo da velha S ,esconde,es-'kO-de,e,k,atona,medial,verbo,verbo,lexical,raiz,nao,ALCP_2025MB+_AlvaroA_codificada,2025,00:23:01.650,AlvaroA
A, ouvia falar nada disso S e , as <A> , brincadeira praticamente isso né maioria ,as,as,a,b,atona,final,artigo,artigo,gramatical,morfPluralNom,sim,ALCP_2025MB+_AlvaroA_codificada,2025,00:23:19.140,AlvaroA
A, <A> brincadeira praticamente isso né maioria , dos <A> , brinquedos <A> que a gente ,dos,dos,o,b,atona,final,prepArtigo,artigo,gramatical,morfPluralNom,sim,ALCP_2025MB+_AlvaroA_codificada,2025,00:23:19.140,AlvaroA
A, praticamente isso né maioria dos <A> , brinquedos <A> , que a gente fazia que ,brinquedos,bRI-'ke-dos,o,k,atona,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025MB+_AlvaroA_codificada,2025,00:23:19.140,AlvaroA
A, brincava era a gente que fazia , mesmo <A> , né S tipo ah pião ,mesmo,'mes-mo,e,m,tonica,medial,adjetivo,adjetivo,lexical,raiz,nao,ALCP_2025MB+_AlvaroA_codificada,2025,00:23:19.140,AlvaroA
A, de rolimã a gente que fazia , os <A> , carrinho de rolimã D1 aham ,os,os,o,k,atona,final,artigo,artigo,gramatical,morfPluralNom,sim,ALCP_2025MB+_AlvaroA_codificada,2025,00:23:25.580,AlvaroA
A, sei como que é talvez aqui , as <A> , pessoas <A> comprem né mas ,as,as,a,p,atona,final,artigo,artigo,gramatical,morfPluralNom,sim,ALCP_2025MB+_AlvaroA_codificada,2025,00:23:32.004,AlvaroA
A, que é talvez aqui as <A> , pessoas <A> , comprem né mas <A> lá ,pessoas,pe-'so-as,a,k,atona,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025MB+_AlvaroA_codificada,2025,00:23:32.004,AlvaroA
A, as <A> pessoas <A> comprem né , mas <A> , lá a gente tinha que ,mas,mas,a,l,atona,final,conjuncao,conjuncao,gramatical,raiz,nao,ALCP_2025MB+_AlvaroA_codificada,2025,00:23:32.004,AlvaroA
A, o carrinho a gente ia nas , oficinas <A> , pedia pro pessoal também S ,oficinas,o-fi-'si-nas,a,p,atona,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025MB+_AlvaroA_codificada,2025,00:23:36.630,AlvaroA
P, pro pessoal também S e acabava , construindo <P> , e fazendo tudo S aí ,construindo,kOs-tRu-'I-do,O,t,atona,medial,verbo,verbo,lexical,raiz,nao,ALCP_2025MB+_AlvaroA_codificada,2025,00:23:42.642,AlvaroA
A, fazendo tudo S aí tinha uns , amiguinhos <A> , que é de poder aquisitivo ,amiguinhos,a-mi-'gi-Nos,o,k,atona,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025MB+_AlvaroA_codificada,2025,00:23:45.220,AlvaroA
A, né de S não de hierarquia , mas <A> , S po pessoas <A> com ,mas,mas,a,#,atona,final,conjuncao,conjuncao,gramatical,raiz,nao,ALCP_2025MB+_AlvaroA_codificada,2025,00:23:59.310,AlvaroA
A, de hierarquia mas <A> S po , pessoas <A> , com poder aquisitivo maior né ,pessoas,pe-'so-as,a,k,atona,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025MB+_AlvaroA_codificada,2025,00:24:02.650,AlvaroA
P, não trago lançou um videogame nos , estados <P> , unidos eu espero <A> baixar ,estados,es-'ta-dos,a,t,atona,medial,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025MB+_AlvaroA_codificada,2025,00:24:28.950,AlvaroA
A, videogame nos estados <P> unidos eu , espero <A> , baixar o preço no brasil ,espero,es-'pe-Ro,e,p,atona,medial,verbo,verbo,lexical,raiz,nao,ALCP_2025MB+_AlvaroA_codificada,2025,00:24:28.950,AlvaroA
A, comprar naquela época tipo algum tempo , atrás <A> , S o S o pai ,atrás,a-'tRas,a,#,tonica,final,adverbio,adverbio,lexical,raiz,nao,ALCP_2025MB+_AlvaroA_codificada,2025,00:24:28.950,AlvaroA
A, até hoje lançou o play station , dois <A> , que era o S o ,dois,'dojs,j,k,tonica,final,numeral,numeral,gramatical,raiz,nao,ALCP_2025MB+_AlvaroA_codificada,2025,00:24:41.447,AlvaroA
A, videogame o pai mandou trazer um , japonês <A> , D1 aí é todo mundo ,japonês,Za-po-'nes,e,#,tonica,final,substantivo,substantivo,lexical,raiz,nao,ALCP_2025MB+_AlvaroA_codificada,2025,00:24:45.104,AlvaroA
A, e a gente tipo assim era , mesma <A> , amizade que tinha com essas ,mesma,'mes-ma,e,m,tonica,medial,adjetivo,adjetivo,lexical,raiz,nao,ALCP_2025MB+_AlvaroA_codificada,2025,00:24:57.651,AlvaroA
A, mesma <A> amizade que tinha com , essas <A> , pessoas <A> né S e ,essas,'e-sas,a,p,atona,final,pronome,pronome,gramatical,raiz,nao,ALCP_2025MB+_AlvaroA_codificada,2025,00:24:57.651,AlvaroA
A, amizade que tinha com essas <A> , pessoas <A> , né S e aí era ,pessoas,pe-'so-as,a,n,atona,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025MB+_AlvaroA_codificada,2025,00:24:57.651,AlvaroA
0, S e aí era tipo assim , vamos <0> , lá final de semana jogar ,vamos,'va-mos,o,l,atona,final,verbo,verbo,lexical,marcaVerbal,sim,ALCP_2025MB+_AlvaroA_codificada,2025,00:25:02.125,AlvaroA
0, de semana jogar o dia inteiro , vamos <0> , S então tipo a gente ,vamos,'va-mos,o,#,atona,final,verbo,verbo,lexical,marcaVerbal,sim,ALCP_2025MB+_AlvaroA_codificada,2025,00:25:02.125,AlvaroA
A, D1 uhum S mas assim S , condições <A> , financeiras em casa nossa passou ,condições,kO-di-'sOjs,J,f,tonica,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025MB+_AlvaroA_codificada,2025,00:25:22.483,AlvaroA
A, um uma época meu pai S , os <A> , primeiros <A> trabalho dele S ,os,os,o,p,atona,final,artigo,artigo,gramatical,morfPluralNom,sim,ALCP_2025MB+_AlvaroA_codificada,2025,00:25:35.540,AlvaroA
A, época meu pai S os <A> , primeiros <A> , trabalho dele S trabalho eu ,primeiros,pRi-'mej-Ros,o,t,atona,final,adjetivo,adjetivo,lexical,morfPluralNom,sim,ALCP_2025MB+_AlvaroA_codificada,2025,00:25:35.540,AlvaroA
A, aquelas sei lá S saco de , trezentos <A> , quilos <A> de açúcar ele ,trezentos,tRe-'zE-tos,o,k,atona,final,numeral,numeral,gramatical,raiz,nao,ALCP_2025MB+_AlvaroA_codificada,2025,00:25:56.002,AlvaroA
A, lá S saco de trezentos <A> , quilos <A> , de açúcar ele ia separando ,quilos,'ki-los,o,d,atona,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025MB+_AlvaroA_codificada,2025,00:25:56.002,AlvaroA
P, açúcar ele ia separando em S , saquinhos <P> , de um quilo pra pôr ,saquinhos,sa-'ki-Nos,o,d,atona,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025MB+_AlvaroA_codificada,2025,00:26:00.012,AlvaroA
P, mercado pra vender S aí bem , depois <P> , disso ele arrumou outro emprego ,depois,de-'pojs,j,d,tonica,final,adverbio,adverbio,lexical,raiz,nao,ALCP_2025MB+_AlvaroA_codificada,2025,00:26:04.510,AlvaroA
P, ele arrumou outro emprego que era , motorista <P> , aí a coisa melhorou S ,motorista,mo-to-'Ris-ta,i,t,tonica,medial,substantivo,substantivo,lexical,raiz,nao,ALCP_2025MB+_AlvaroA_codificada,2025,00:26:04.510,AlvaroA
A, ganhava era o que pagava S , as <A> , compras <A> do mês <A> ,as,as,a,k,atona,final,artigo,artigo,gramatical,morfPluralNom,sim,ALCP_2025MB+_AlvaroA_codificada,2025,00:26:34.254,AlvaroA
A, o que pagava S as <A> , compras <A> , do mês <A> D1 os ,compras,'kO-pRas,a,d,atona,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025MB+_AlvaroA_codificada,2025,00:26:34.254,AlvaroA
A, S as <A> compras <A> do , mês <A> , D1 os seus pais eram ,mês,'mes,e,#,tonica,final,substantivo,substantivo,lexical,raiz,nao,ALCP_2025MB+_AlvaroA_codificada,2025,00:26:34.254,AlvaroA
A, é aqui eu estou <E> na , esquina <A> , né D1 ah tá S ,esquina,es-'ki-na,e,k,atona,medial,substantivo,substantivo,lexical,raiz,nao,ALCP_2025MB+_AlvaroA_codificada,2025,00:26:51.580,AlvaroA
A, casa aqui eu estou <E> lá , dez <A> , quinze quadras <A> pra cima ,dez,'des,e,k,tonica,final,numeral,numeral,gramatical,raiz,nao,ALCP_2025MB+_AlvaroA_codificada,2025,00:26:56.410,AlvaroA
A, estou <E> lá dez <A> quinze , quadras <A> , pra cima não né D1 ,quadras,'kwa-dRas,a,p,atona,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025MB+_AlvaroA_codificada,2025,00:26:56.410,AlvaroA
A, tipo assim a cidade praticamente tinha , dois <A> , bairros <A> né então eu ,dois,'dojs,j,b,tonica,final,numeral,numeral,gramatical,raiz,nao,ALCP_2025MB+_AlvaroA_codificada,2025,00:27:02.214,AlvaroA
A, a cidade praticamente tinha dois <A> , bairros <A> , né então eu sempre ficava ,bairros,'baj-hos,o,n,atona,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025MB+_AlvaroA_codificada,2025,00:27:02.214,AlvaroA
A, então eu sempre ficava praticamente no , mesmo <A> , no mesmo <A> lugar S ,mesmo,'mes-mo,e,m,tonica,medial,adjetivo,adjetivo,lexical,raiz,nao,ALCP_2025MB+_AlvaroA_codificada,2025,00:27:02.214,AlvaroA
A, ficava praticamente no mesmo <A> no , mesmo <A> , lugar S e à noite ,mesmo,'mes-mo,e,m,tonica,medial,adjetivo,adjetivo,lexical,raiz,nao,ALCP_2025MB+_AlvaroA_codificada,2025,00:27:02.214,AlvaroA
